"Type","OriginSimple","ReviewStatus","NumberSubmitters","labels"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",5,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"Microsatellite","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Deletion","germline","criteria provided, single submitter",1,"0"
"Variation","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"0"
"Microsatellite","germline","criteria provided, single submitter",1,"0"
"Microsatellite","germline","criteria provided, single submitter",1,"0"
"Insertion","germline","criteria provided, single submitter",1,"0"
"Insertion","germline","criteria provided, single submitter",2,"0"
"Deletion","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
